[2026-03-19 16:23:09] [INFO    ] discord.client: logging in using static token
[2026-03-19 16:27:56] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1242500506505707522/messages has received {'type': 19, 'content': 'Translated to English: The renovated attic apartment is on the 5th floor of a well-kept house from 1988 and offers a balcony and a tenant cellar. The Hellersdorf subway station (U5) and various bus lines are within walking distance. There is no elevator, but the apartment impresses with its modern tiled bathroom and new PVC flooring.', 'mentions': [{'id': '222910050660777984', 'username': 'khassian', 'avatar': 'fac672b33ef6488f620234c9f52b5e7a', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': 'a_e30b4c1f931d16b8bf4163000aa6ed31', 'accent_color': None, 'global_name': 'Khassian', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'banner_color': None, 'clan': {'identity_guild_id': None, 'identity_enabled': False, 'tag': None, 'badge': None}, 'primary_guild': {'identity_guild_id': None, 'identity_enabled': False, 'tag': None, 'badge': None}}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-19T09:27:56.631000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1484121237381840906', 'channel_id': '1242500506505707522', 'author': {'id': '1484072648525877402', 'username': 'KTranslate', 'avatar': '74982dd1ccd89a37f3e0263f470fa237', 'discriminator': '0870', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': '109f463a06f5df386428847abaf709ce', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '16829845761800968526', 'message_reference': {'type': 0, 'channel_id': '1242500506505707522', 'message_id': '1484120980887437312', 'guild_id': '1242500506505707520'}, 'referenced_message': {'type': 0, 'content': 'Die sanierte Dachgeschosswohnung liegt im 5. Stock eines gepflegten Hauses von 1988 und bietet einen Balkon sowie einen Mieterkeller. Die U-Bahnstation Hellersdorf (U5) und verschiedene Buslinien sind fußläufig erreichbar. Ein Aufzug fehlt, dafür überzeugt die Wohnung mit modern gefliestem Wannenbad und neuem PVC-Boden.', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-19T09:26:55.478000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1484120980887437312', 'channel_id': '1242500506505707522', 'author': {'id': '222910050660777984', 'username': 'khassian', 'avatar': 'fac672b33ef6488f620234c9f52b5e7a', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'Khassian', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}}
[2026-03-19 16:27:59] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 15.
[2026-03-19 16:27:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-19 16:28:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 16, 'op': 0, 'd': {'user_id': '222910050660777984', 'timestamp': 1773912519, 'member': {'user': {'username': 'khassian', 'public_flags': 0, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '222910050660777984', 'global_name': 'Khassian', 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'display_name': 'Khassian', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'fac672b33ef6488f620234c9f52b5e7a'}, 'roles': ['1446711392345264270'], 'premium_since': '2025-12-06T03:54:34.533000+00:00', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-21T16:19:35.790000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1242500506505707522', 'guild_id': '1242500506505707520'}}
[2026-03-19 16:28:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-19 16:28:39] [DEBUG   ] discord.client: Dispatching event typing
[2026-03-19 16:28:39] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-03-19 16:28:40] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 16.
[2026-03-19 16:28:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-19 16:28:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 17, 'op': 0, 'd': {'user_id': '222910050660777984', 'timestamp': 1773912531, 'member': {'user': {'username': 'khassian', 'public_flags': 0, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '222910050660777984', 'global_name': 'Khassian', 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'display_name': 'Khassian', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'fac672b33ef6488f620234c9f52b5e7a'}, 'roles': ['1446711392345264270'], 'premium_since': '2025-12-06T03:54:34.533000+00:00', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-21T16:19:35.790000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1242500506505707522', 'guild_id': '1242500506505707520'}}
[2026-03-19 16:28:50] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-19 16:28:50] [DEBUG   ] discord.client: Dispatching event typing
[2026-03-19 16:28:50] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-03-19 16:28:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 18, 'op': 0, 'd': {'user_id': '222910050660777984', 'timestamp': 1773912539, 'member': {'user': {'username': 'khassian', 'public_flags': 0, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '222910050660777984', 'global_name': 'Khassian', 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'display_name': 'Khassian', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'fac672b33ef6488f620234c9f52b5e7a'}, 'roles': ['1446711392345264270'], 'premium_since': '2025-12-06T03:54:34.533000+00:00', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-21T16:19:35.790000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1242500506505707522', 'guild_id': '1242500506505707520'}}
[2026-03-19 16:28:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-19 16:28:58] [DEBUG   ] discord.client: Dispatching event typing
[2026-03-19 16:28:58] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-03-19 16:28:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 19, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-19T09:28:59.634000+00:00', 'pinned': False, 'nonce': '1484121499836088320', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1446711392345264270'], 'premium_since': '2025-12-06T03:54:34.533000+00:00', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-21T16:19:35.790000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1484121501635711057', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Viet con bot phien dich', 'components': [], 'channel_type': 0, 'channel_id': '1242500506505707522', 'author': {'username': 'khassian', 'public_flags': 0, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '222910050660777984', 'global_name': 'Khassian', 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': 'fac672b33ef6488f620234c9f52b5e7a'}, 'attachments': [], 'guild_id': '1242500506505707520'}}
[2026-03-19 16:28:59] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-19 16:28:59] [DEBUG   ] discord.client: Dispatching event message
[2026-03-19 16:29:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 20, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-19T09:29:02.036000+00:00', 'pinned': False, 'nonce': '1484121509965332480', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1446711392345264270'], 'premium_since': '2025-12-06T03:54:34.533000+00:00', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-21T16:19:35.790000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1484121511710294121', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '🤣', 'components': [], 'channel_type': 0, 'channel_id': '1242500506505707522', 'author': {'username': 'khassian', 'public_flags': 0, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '222910050660777984', 'global_name': 'Khassian', 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': 'fac672b33ef6488f620234c9f52b5e7a'}, 'attachments': [], 'guild_id': '1242500506505707520'}}
[2026-03-19 16:29:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-19 16:29:01] [DEBUG   ] discord.client: Dispatching event message
[2026-03-19 16:29:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 21, 'op': 0, 'd': {'user_id': '222910050660777984', 'type': 0, 'message_id': '1484120980887437312', 'message_author_id': '222910050660777984', 'member': {'user': {'username': 'khassian', 'public_flags': 0, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '222910050660777984', 'global_name': 'Khassian', 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'display_name': 'Khassian', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'fac672b33ef6488f620234c9f52b5e7a'}, 'roles': ['1446711392345264270'], 'premium_since': '2025-12-06T03:54:34.533000+00:00', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-21T16:19:35.790000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '🇰🇷', 'id': None}, 'channel_id': '1242500506505707522', 'burst': False, 'guild_id': '1242500506505707520'}}
[2026-03-19 16:29:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-19 16:29:21] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2026-03-19 16:29:21] [DEBUG   ] discord.client: Dispatching event reaction_add
[2026-03-19 16:29:22] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 21.
[2026-03-19 16:29:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-19 16:29:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 22, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2026-03-19T09:29:23.504000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2026-03-19T09:26:55.478000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1484120980887437312', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Die sanierte Dachgeschosswohnung liegt im 5. Stock eines gepflegten Hauses von 1988 und bietet einen Balkon sowie einen Mieterkeller. Die U-Bahnstation Hellersdorf (U5) und verschiedene Buslinien sind fußläufig erreichbar. Ein Aufzug fehlt, dafür überzeugt die Wohnung mit modern gefliestem Wannenbad und neuem PVC-Boden.', 'components': [], 'channel_id': '1242500506505707522', 'author': {'username': 'khassian', 'public_flags': 0, 'primary_guild': None, 'id': '222910050660777984', 'global_name': 'Khassian', 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'fac672b33ef6488f620234c9f52b5e7a'}, 'attachments': []}, 'pinned': False, 'nonce': '1385088994634504392', 'message_reference': {'type': 0, 'message_id': '1484120980887437312', 'guild_id': '1242500506505707520', 'channel_id': '1242500506505707522'}, 'mentions': [{'username': 'khassian', 'public_flags': 0, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'member': {'roles': ['1446711392345264270'], 'premium_since': '2025-12-06T03:54:34.533000+00:00', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-21T16:19:35.790000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '222910050660777984', 'global_name': 'Khassian', 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': 'fac672b33ef6488f620234c9f52b5e7a'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1484120868475899907'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-19T09:26:28.751579+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1484121601753616486', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Translated to Korean: 개조된 다락방 아파트는 1988년에 지어진 잘 관리된 주택의 5층에 있으며, 발코니와 세입자 지하실을 제공합니다. Hellersdorf 지하철역(U5)과 다양한 버스 노선이 도보 거리에 있습니다. 엘리베이터는 없지만 아파트는 현대적인 타일 욕실과 새로운 PVC 바닥으로 인상적입니다.', 'components': [], 'channel_type': 0, 'channel_id': '1242500506505707522', 'author': {'username': 'KTranslate', 'public_flags': 0, 'primary_guild': None, 'id': '1484072648525877402', 'global_name': None, 'display_name_styles': None, 'discriminator': '0870', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '74982dd1ccd89a37f3e0263f470fa237'}, 'attachments': [], 'guild_id': '1242500506505707520'}}
[2026-03-19 16:29:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-19 16:29:23] [DEBUG   ] discord.client: Dispatching event message
[2026-03-19 16:29:23] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1242500506505707522/messages with {"content":"Translated to Korean: \uac1c\uc870\ub41c \ub2e4\ub77d\ubc29 \uc544\ud30c\ud2b8\ub294 1988\ub144\uc5d0 \uc9c0\uc5b4\uc9c4 \uc798 \uad00\ub9ac\ub41c \uc8fc\ud0dd\uc758 5\uce35\uc5d0 \uc788\uc73c\uba70, \ubc1c\ucf54\ub2c8\uc640 \uc138\uc785\uc790 \uc9c0\ud558\uc2e4\uc744 \uc81c\uacf5\ud569\ub2c8\ub2e4. Hellersdorf \uc9c0\ud558\ucca0\uc5ed(U5)\uacfc \ub2e4\uc591\ud55c \ubc84\uc2a4 \ub178\uc120\uc774 \ub3c4\ubcf4 \uac70\ub9ac\uc5d0 \uc788\uc2b5\ub2c8\ub2e4. \uc5d8\ub9ac\ubca0\uc774\ud130\ub294 \uc5c6\uc9c0\ub9cc \uc544\ud30c\ud2b8\ub294 \ud604\ub300\uc801\uc778 \ud0c0\uc77c \uc695\uc2e4\uacfc \uc0c8\ub85c\uc6b4 PVC \ubc14\ub2e5\uc73c\ub85c \uc778\uc0c1\uc801\uc785\ub2c8\ub2e4.","components":[],"nonce":"1385088994634504392","enforce_nonce":true,"message_reference":{"message_id":1484120980887437312,"channel_id":1242500506505707522,"guild_id":1242500506505707520},"tts":false} has returned 200
[2026-03-19 16:29:23] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1242500506505707522/messages has received {'type': 19, 'content': 'Translated to Korean: 개조된 다락방 아파트는 1988년에 지어진 잘 관리된 주택의 5층에 있으며, 발코니와 세입자 지하실을 제공합니다. Hellersdorf 지하철역(U5)과 다양한 버스 노선이 도보 거리에 있습니다. 엘리베이터는 없지만 아파트는 현대적인 타일 욕실과 새로운 PVC 바닥으로 인상적입니다.', 'mentions': [{'id': '222910050660777984', 'username': 'khassian', 'avatar': 'fac672b33ef6488f620234c9f52b5e7a', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': 'a_e30b4c1f931d16b8bf4163000aa6ed31', 'accent_color': None, 'global_name': 'Khassian', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'banner_color': None, 'clan': {'identity_guild_id': None, 'identity_enabled': False, 'tag': None, 'badge': None}, 'primary_guild': {'identity_guild_id': None, 'identity_enabled': False, 'tag': None, 'badge': None}}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-19T09:29:23.504000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1484121601753616486', 'channel_id': '1242500506505707522', 'author': {'id': '1484072648525877402', 'username': 'KTranslate', 'avatar': '74982dd1ccd89a37f3e0263f470fa237', 'discriminator': '0870', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': '109f463a06f5df386428847abaf709ce', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '1385088994634504392', 'message_reference': {'type': 0, 'channel_id': '1242500506505707522', 'message_id': '1484120980887437312', 'guild_id': '1242500506505707520'}, 'referenced_message': {'type': 0, 'content': 'Die sanierte Dachgeschosswohnung liegt im 5. Stock eines gepflegten Hauses von 1988 und bietet einen Balkon sowie einen Mieterkeller. Die U-Bahnstation Hellersdorf (U5) und verschiedene Buslinien sind fußläufig erreichbar. Ein Aufzug fehlt, dafür überzeugt die Wohnung mit modern gefliestem Wannenbad und neuem PVC-Boden.', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-19T09:26:55.478000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1484120980887437312', 'channel_id': '1242500506505707522', 'author': {'id': '222910050660777984', 'username': 'khassian', 'avatar': 'fac672b33ef6488f620234c9f52b5e7a', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'Khassian', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}}
[2026-03-19 16:30:04] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 22.
[2026-03-19 16:30:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
